source,section,requirement,owning_goal,implementation_location,authoritative_evidence,result,remediation,final_evidence
docs/magic-sequence.md:251,Goal 2,"confluences, stills, wakes, echoes, heartshadows, and scars as places,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:252,Goal 2,"climate- and geology-caused magical geography,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:253,Goal 2,"atlas exports, surveys, and long-run equilibrium tests.",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:263,Goal 3,"magical plants and minerals with actual cycle roles,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:264,Goal 3,"climate-correct confluence ecologies instead of one universal magic biome,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:265,Goal 3,"growing charge-bearing crystals with exact accounting,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:266,Goal 3,"renewable habitat cycles and finite geological magical resources,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:267,Goal 3,"warden, heart, water, soil, fire, and biome integration.",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:277,Goal 4 — implemented and production-qualified 2026-08-02,"an archaeological entry into player magic,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:278,Goal 4 — implemented and production-qualified 2026-08-02,"the tuning lens and field observation,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:279,Goal 4 — implemented and production-qualified 2026-08-02,"experiment-based discovery rather than scan grinding,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:280,Goal 4 — implemented and production-qualified 2026-08-02,"copyable physical records and settlement libraries,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:281,Goal 4 — implemented and production-qualified 2026-08-02,shared multiplayer knowledge with no permanent class locks.,master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:291,Goal 5 — implemented and production-qualified 2026-08-03,"craftable versions of the existing ruin charms,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:292,Goal 5 — implemented and production-qualified 2026-08-03,"component-built wands with different material behavior,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:293,Goal 5 — implemented and production-qualified 2026-08-03,"charge vessels, foci, safe containment, and embodied workshop apparatus,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:294,Goal 5 — implemented and production-qualified 2026-08-03,"one charm slot and no linear best-item ladder,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:295,Goal 5 — implemented and production-qualified 2026-08-03,"complete durability, salvage, wire, and mod behavior.",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:305,Goal 6 — implemented and production-qualified 2026-08-03,"useful sensing, binding, moving, accelerating, preserving, and stabilizing",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:307,Goal 6 — implemented and production-qualified 2026-08-03,"efficient constructed rituals and flexible wand use,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:308,Goal 6 — implemented and production-qualified 2026-08-03,"atomic Current/material/water/ecology effect transactions,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:309,Goal 6 — implemented and production-qualified 2026-08-03,"wards with continuous costs rather than absolute safety,",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-sequence.md:310,Goal 6 — implemented and production-qualified 2026-08-03,"hard guards against conjuration, transmutation, teleportation, and",master,src/arcane.rs; src/arcane_geography.rs; src/arcane_ecology.rs; src/discovery.rs; src/implements.rs; src/workings.rs; src/alchemy.rs; src/dross.rs,randomized_bind_split_merge_activate_disorder_cleanse_loss_recovery_balances; solo_host_dedicated_and_loopback_apply_identical_authoritative_results; arcane_ire_and_dross_four_states_persist_independently,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
